route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,exceptional,sub_agency_id
L8,0000001-6,8_5096_230514,"Červený Vrch",,1,,L8V17,1,0,0,1
L8,0000001-6,8_5740_230514,"Starý Hloubětín",,0,,L8V18,1,0,0,1
L8,0000001-6,8_5098_230514,"Červený Vrch",,1,,L8V17,1,0,0,1
L8,0000001-6,8_5741_230514,"Starý Hloubětín",,0,,L8V18,1,0,0,1
L8,0000001-6,8_5742_230514,"Nádraží Podbaba",,1,,L8V2,1,0,0,1
L8,0000001-6,8_5743_230514,"Starý Hloubětín",,0,,L8V19,1,0,1,1
L8,0000001-6,8_5045_230514,"Červený Vrch",,1,,L8V17,1,0,0,1
L8,0000001-6,8_5744_230514,"Starý Hloubětín",,0,,L8V18,1,0,0,1
L8,0000001-6,8_5047_230514,"Červený Vrch",,1,,L8V17,1,0,0,1
L8,0000001-6,8_5745_230514,"Starý Hloubětín",,0,,L8V18,1,0,0,1
L8,0000001-6,8_5049_230514,"Červený Vrch",,1,,L8V17,1,0,0,1
L8,0000001-6,8_5746_230514,"Starý Hloubětín",,0,,L8V18,1,0,0,1
L8,0000001-6,8_5747_230514,"Červený Vrch",,1,,L8V17,1,0,0,1
L8,0000001-6,8_5748_230514,"Starý Hloubětín",,0,,L8V18,1,0,0,1
L8,0000001-6,8_5092_230514,"Červený Vrch",,1,,L8V17,1,0,0,1
L8,0000001-6,8_5749_230514,"Starý Hloubětín",,0,,L8V18,1,0,0,1
L8,0000001-6,8_5015_230514,"Červený Vrch",,1,,L8V17,1,0,0,1
L8,0000001-6,8_5750_230514,"Starý Hloubětín",,0,,L8V18,1,0,0,1
L8,0000001-6,8_5027_230514,"Červený Vrch",,1,,L8V17,1,0,0,1
L8,0000001-6,8_5751_230514,"Starý Hloubětín",,0,,L8V18,1,0,0,1
L8,0000001-6,8_5029_230514,"Červený Vrch",,1,,L8V17,1,0,0,1
L8,0000001-6,8_5752_230514,"Starý Hloubětín",,0,,L8V18,1,0,0,1
L8,0000001-5,8_5386_230514,"Vozovna Kobylisy",,1,,L8V6,1,0,1,1
L8,0000001-6,8_5090_230514,"Červený Vrch",,1,,L8V17,1,0,0,1
L8,0000001-6,8_5753_230514,"Starý Hloubětín",,0,,L8V18,1,0,0,1
L8,0000001-6,8_5043_230514,"Červený Vrch",,1,,L8V17,1,0,0,1
L8,0000001-6,8_5754_230514,"Starý Hloubětín",,0,,L8V18,1,0,0,1
L8,0000001-6,8_5025_230514,"Červený Vrch",,1,,L8V17,1,0,0,1
L8,0000001-6,8_5755_230514,"Starý Hloubětín",,0,,L8V18,1,0,0,1
L8,0000001-6,8_5037_230514,"Červený Vrch",,1,,L8V17,1,0,0,1
L8,0000001-6,8_5756_230514,"Starý Hloubětín",,0,,L8V18,1,0,0,1
