route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,exceptional,sub_agency_id
L1,1111111-1,1_6667_230424,"Sídliště Petřiny",,1,,L1V1,1,0,1,1
L1,1111111-1,1_6181_230313,"Sídliště Ďáblice",,0,,L1V2,1,0,0,1
L1,0000011-1,1_6636_230121,"Sídliště Petřiny",,1,,L1V3,1,0,0,1
L1,0000001-2,1_7052_230508,"Sídliště Ďáblice",,0,,L1V4,1,0,0,1
L1,0000001-2,1_7053_230508,"Sídliště Petřiny",,1,,L1V5,1,0,0,1
L1,0000001-2,1_7054_230508,"Sídliště Ďáblice",,0,,L1V4,1,0,0,1
L1,0000001-2,1_7055_230508,"Sídliště Petřiny",,1,,L1V5,1,0,0,1
L1,0000001-2,1_7056_230508,"Sídliště Ďáblice",,0,,L1V4,1,0,0,1
L1,0000001-2,1_7057_230508,"Sídliště Petřiny",,1,,L1V5,1,0,0,1
L1,0000001-2,1_7058_230508,"Sídliště Ďáblice",,0,,L1V4,1,0,0,1
L1,0000011-2,1_6675_230121,"Sídliště Petřiny",,1,,L1V3,1,0,0,1
L1,0000001-2,1_6975_230407,"Sídliště Ďáblice",,0,,L1V2,1,0,0,1
L1,0000011-2,1_6676_230121,"Sídliště Petřiny",,1,,L1V3,1,0,0,1
L1,0000001-2,1_6976_230407,"Sídliště Ďáblice",,0,,L1V2,1,0,0,1
L1,1111111-2,1_6677_230121,"Sídliště Petřiny",,1,,L1V3,1,0,0,1
L1,1111101-1,1_1875_221216,"Vozovna Vokovice",,0,,L1V6,1,0,1,1
L1,0000011-3,1_6711_230429,"Sídliště Petřiny",,1,,L1V1,1,0,1,1
L1,0000011-1,1_6405_230407,"Sídliště Ďáblice",,0,,L1V2,1,0,0,1
L1,0000001-2,1_7059_230508,"Sídliště Petřiny",,1,,L1V5,1,0,0,1
L1,0000001-2,1_7060_230508,"Sídliště Ďáblice",,0,,L1V4,1,0,0,1
L1,0000001-2,1_7061_230508,"Sídliště Petřiny",,1,,L1V5,1,0,0,1
L1,0000001-2,1_7062_230508,"Sídliště Ďáblice",,0,,L1V4,1,0,0,1
L1,0000001-2,1_7063_230508,"Sídliště Petřiny",,1,,L1V5,1,0,0,1
L1,0000001-2,1_7064_230508,"Sídliště Ďáblice",,0,,L1V4,1,0,0,1
L1,0000001-2,1_7065_230508,"Sídliště Petřiny",,1,,L1V5,1,0,0,1
L1,0000001-2,1_7066_230508,"Sídliště Ďáblice",,0,,L1V4,1,0,0,1
L1,0000011-2,1_6687_230121,"Sídliště Petřiny",,1,,L1V3,1,0,0,1
L1,0000001-2,1_6981_230407,"Sídliště Ďáblice",,0,,L1V2,1,0,0,1
L1,0000011-2,1_6688_230121,"Sídliště Petřiny",,1,,L1V3,1,0,0,1
L1,0000001-2,1_6982_230407,"Sídliště Ďáblice",,0,,L1V2,1,0,0,1
L1,1111111-2,1_6689_230121,"Sídliště Petřiny",,1,,L1V3,1,0,0,1
L1,1111111-2,1_2523_230107,"Vozovna Vokovice",,0,,L1V6,1,0,1,1
L1,0000001-2,1_7012_230430,"Sídliště Petřiny",,1,,L1V1,1,0,1,1
L1,0000001-2,1_7067_230508,"Sídliště Ďáblice",,0,,L1V4,1,0,0,1
L1,0000001-2,1_7068_230508,"Sídliště Petřiny",,1,,L1V5,1,0,0,1
L1,0000001-2,1_7069_230508,"Sídliště Ďáblice",,0,,L1V4,1,0,0,1
L1,0000001-2,1_7070_230508,"Sídliště Petřiny",,1,,L1V5,1,0,0,1
L1,0000001-2,1_6987_230407,"Sídliště Ďáblice",,0,,L1V2,1,0,0,1
L1,0000011-2,1_6692_230121,"Sídliště Petřiny",,1,,L1V3,1,0,0,1
L1,0000001-2,1_6988_230407,"Sídliště Ďáblice",,0,,L1V2,1,0,0,1
L1,0000011-2,1_6693_230121,"Sídliště Petřiny",,1,,L1V3,1,0,0,1
L1,0000001-2,1_6989_230407,"Sídliště Ďáblice",,0,,L1V2,1,0,0,1
L1,0000011-2,1_6694_230121,"Sídliště Petřiny",,1,,L1V3,1,0,0,1
L1,0000011-2,1_6320_230407,"Sídliště Ďáblice",,0,,L1V2,1,0,0,1
L1,1111111-2,1_6695_230121,"Sídliště Petřiny",,1,,L1V3,1,0,0,1
L1,1111111-2,1_934_221216,"Vozovna Vokovice",,0,,L1V6,1,0,1,1
L1,1111111-3,1_6267_221217,"Sídliště Ďáblice",,0,,L1V7,1,0,1,1
L1,1111111-3,1_6656_230121,"Sídliště Petřiny",,1,,L1V3,1,0,0,1
L1,0000011-1,1_6326_230407,"Sídliště Ďáblice",,0,,L1V2,1,0,0,1
L1,0000001-2,1_7071_230508,"Sídliště Petřiny",,1,,L1V5,1,0,0,1
L1,0000001-2,1_7072_230508,"Sídliště Ďáblice",,0,,L1V4,1,0,0,1
L1,0000001-2,1_7073_230508,"Sídliště Petřiny",,1,,L1V5,1,0,0,1
L1,0000001-2,1_7074_230508,"Sídliště Ďáblice",,0,,L1V4,1,0,0,1
L1,0000001-2,1_7075_230508,"Sídliště Petřiny",,1,,L1V5,1,0,0,1
L1,0000001-2,1_7076_230508,"Sídliště Ďáblice",,0,,L1V4,1,0,0,1
L1,0000001-2,1_7077_230508,"Sídliště Petřiny",,1,,L1V5,1,0,0,1
L1,0000001-2,1_6935_230407,"Sídliště Ďáblice",,0,,L1V2,1,0,0,1
L1,0000011-2,1_6614_230121,"Sídliště Petřiny",,1,,L1V3,1,0,0,1
L1,0000001-2,1_6444_230407,"Sídliště Ďáblice",,0,,L1V2,1,0,0,1
L1,0000011-2,1_6615_230121,"Sídliště Petřiny",,1,,L1V3,1,0,0,1
L1,1111101-2,1_6936_230401,"Sídliště Ďáblice",,0,,L1V2,1,0,0,1
L1,0000011-2,1_2853_221217,"Vozovna Kobylisy",,1,,L1V8,1,0,1,1
L1,1111111-1,1_6088_221216,"Sídliště Ďáblice",,0,,L1V7,1,0,1,1
L1,0000011-1,1_6089_230121,"Sídliště Petřiny",,1,,L1V3,1,0,0,1
L1,0000011-1,1_6336_230407,"Sídliště Ďáblice",,0,,L1V2,1,0,0,1
L1,0000001-2,1_7078_230508,"Sídliště Petřiny",,1,,L1V5,1,0,0,1
L1,0000001-2,1_7079_230508,"Sídliště Ďáblice",,0,,L1V4,1,0,0,1
L1,0000001-2,1_7080_230508,"Sídliště Petřiny",,1,,L1V5,1,0,0,1
L1,0000001-2,1_7081_230508,"Sídliště Ďáblice",,0,,L1V4,1,0,0,1
L1,0000001-2,1_7082_230508,"Sídliště Petřiny",,1,,L1V5,1,0,0,1
L1,0000001-2,1_7083_230508,"Sídliště Ďáblice",,0,,L1V4,1,0,0,1
L1,0000001-2,1_7084_230508,"Sídliště Petřiny",,1,,L1V5,1,0,0,1
L1,0000001-2,1_6941_230407,"Sídliště Ďáblice",,0,,L1V2,1,0,0,1
L1,0000011-2,1_6624_230121,"Sídliště Petřiny",,1,,L1V3,1,0,0,1
L1,0000001-2,1_6942_230407,"Sídliště Ďáblice",,0,,L1V2,1,0,0,1
L1,0000011-2,1_6625_230121,"Sídliště Petřiny",,1,,L1V3,1,0,0,1
L1,1111101-2,1_6943_230401,"Sídliště Ďáblice",,0,,L1V2,1,0,0,1
L1,0000011-2,1_3383_221217,"Vozovna Kobylisy",,1,,L1V8,1,0,1,1
L1,0000011-1,1_6346_221217,"Sídliště Ďáblice",,0,,L1V7,1,0,1,1
L1,0000011-1,1_6605_230121,"Sídliště Petřiny",,1,,L1V3,1,0,0,1
L1,0000011-1,1_6348_230407,"Sídliště Ďáblice",,0,,L1V2,1,0,0,1
L1,0000001-2,1_7085_230508,"Sídliště Petřiny",,1,,L1V5,1,0,0,1
L1,0000001-2,1_7086_230508,"Sídliště Ďáblice",,0,,L1V4,1,0,0,1
L1,0000001-2,1_7087_230508,"Sídliště Petřiny",,1,,L1V5,1,0,0,1
L1,0000001-2,1_7088_230508,"Sídliště Ďáblice",,0,,L1V4,1,0,0,1
L1,0000001-2,1_7089_230508,"Sídliště Petřiny",,1,,L1V5,1,0,0,1
L1,0000001-2,1_7090_230508,"Sídliště Ďáblice",,0,,L1V4,1,0,0,1
L1,0000001-2,1_7091_230508,"Sídliště Petřiny",,1,,L1V5,1,0,0,1
L1,0000001-2,1_6948_230407,"Sídliště Ďáblice",,0,,L1V2,1,0,0,1
L1,0000011-2,1_6634_230121,"Sídliště Petřiny",,1,,L1V3,1,0,0,1
L1,0000001-2,1_6949_230407,"Sídliště Ďáblice",,0,,L1V2,1,0,0,1
L1,0000011-2,1_6635_230121,"Sídliště Petřiny",,1,,L1V3,1,0,0,1
L1,0000001-2,1_6950_230407,"Sídliště Ďáblice",,0,,L1V2,1,0,0,1
L1,0000011-2,1_2724_221217,"Vozovna Kobylisy",,1,,L1V8,1,0,1,1
L1,0000011-2,1_6358_221217,"Sídliště Ďáblice",,0,,L1V7,1,0,1,1
L1,0000011-1,1_6678_230121,"Sídliště Petřiny",,1,,L1V3,1,0,0,1
L1,0000011-2,1_6360_230407,"Sídliště Ďáblice",,0,,L1V2,1,0,0,1
L1,0000001-2,1_7092_230508,"Sídliště Petřiny",,1,,L1V5,1,0,0,1
L1,0000001-2,1_7093_230508,"Sídliště Ďáblice",,0,,L1V4,1,0,0,1
L1,0000001-2,1_7094_230508,"Sídliště Petřiny",,1,,L1V5,1,0,0,1
L1,0000001-2,1_7095_230508,"Sídliště Ďáblice",,0,,L1V4,1,0,0,1
L1,0000001-2,1_7096_230508,"Sídliště Petřiny",,1,,L1V5,1,0,0,1
L1,0000001-2,1_7097_230508,"Sídliště Ďáblice",,0,,L1V4,1,0,0,1
L1,0000011-2,1_6643_230121,"Sídliště Petřiny",,1,,L1V3,1,0,0,1
L1,0000001-2,1_6955_230407,"Sídliště Ďáblice",,0,,L1V2,1,0,0,1
L1,0000011-2,1_6644_230121,"Sídliště Petřiny",,1,,L1V3,1,0,0,1
L1,0000001-2,1_6956_230407,"Sídliště Ďáblice",,0,,L1V2,1,0,0,1
L1,1111111-2,1_6645_230121,"Sídliště Petřiny",,1,,L1V3,1,0,0,1
L1,1111101-2,1_6957_230401,"Sídliště Ďáblice",,0,,L1V2,1,0,0,1
L1,0000011-2,1_2740_221217,"Vozovna Kobylisy",,1,,L1V8,1,0,1,1
L1,1111111-1,1_2663_230424,"Sídliště Ďáblice",,0,,L1V9,1,0,1,1
L1,0000011-1,1_6626_230121,"Sídliště Petřiny",,1,,L1V3,1,0,0,1
L1,0000001-2,1_7098_230508,"Sídliště Ďáblice",,0,,L1V4,1,0,0,1
L1,0000001-2,1_7099_230508,"Sídliště Petřiny",,1,,L1V5,1,0,0,1
L1,0000001-2,1_7100_230508,"Sídliště Ďáblice",,0,,L1V4,1,0,0,1
L1,0000001-2,1_7101_230508,"Sídliště Petřiny",,1,,L1V5,1,0,0,1
L1,0000001-2,1_7102_230508,"Sídliště Ďáblice",,0,,L1V4,1,0,0,1
L1,0000001-2,1_7103_230508,"Sídliště Petřiny",,1,,L1V5,1,0,0,1
L1,0000001-2,1_7104_230508,"Sídliště Ďáblice",,0,,L1V4,1,0,0,1
L1,0000011-2,1_6653_230121,"Sídliště Petřiny",,1,,L1V3,1,0,0,1
L1,0000001-2,1_6962_230407,"Sídliště Ďáblice",,0,,L1V2,1,0,0,1
L1,0000011-2,1_6654_230121,"Sídliště Petřiny",,1,,L1V3,1,0,0,1
L1,0000001-2,1_6963_230407,"Sídliště Ďáblice",,0,,L1V2,1,0,0,1
L1,1111111-2,1_6655_230121,"Sídliště Petřiny",,1,,L1V3,1,0,0,1
L1,0000011-2,1_1362_230122,"Vozovna Vokovice",,0,,L1V6,1,0,1,1
L1,0000001-1,1_4035_221120,"Sídliště Ďáblice",,0,,L1V7,1,0,1,1
L1,0000001-2,1_7105_230508,"Sídliště Petřiny",,1,,L1V5,1,0,0,1
L1,0000001-2,1_7106_230508,"Sídliště Ďáblice",,0,,L1V4,1,0,0,1
L1,0000001-2,1_7107_230508,"Sídliště Petřiny",,1,,L1V5,1,0,0,1
L1,0000001-2,1_7108_230508,"Sídliště Ďáblice",,0,,L1V4,1,0,0,1
L1,0000011-2,1_6664_230121,"Sídliště Petřiny",,1,,L1V3,1,0,0,1
L1,0000001-2,1_6968_230407,"Sídliště Ďáblice",,0,,L1V2,1,0,0,1
L1,0000011-2,1_6665_230121,"Sídliště Petřiny",,1,,L1V3,1,0,0,1
L1,0000001-2,1_6969_230407,"Sídliště Ďáblice",,0,,L1V2,1,0,0,1
L1,0000011-2,1_6666_230121,"Sídliště Petřiny",,1,,L1V3,1,0,0,1
L1,0000001-2,1_6970_230407,"Sídliště Ďáblice",,0,,L1V2,1,0,0,1
L1,0000011-2,1_3098_221217,"Vozovna Kobylisy",,1,,L1V8,1,0,1,1
L2,0000001-2,2_7112_230508,"Sídliště Petřiny",,1,,L2V1,2,0,1,1
L2,0000001-2,2_7113_230508,"Náměstí Bratří Synků",,0,2_7113_230508,L2V2,2,2,0,1
L2,0000001-2,2_7114_230508,"Sídliště Petřiny",,1,2_7113_230508,L2V3,2,0,0,1
L2,0000001-2,2_7115_230508,"Náměstí Bratří Synků",,0,2_7115_230508,L2V2,2,2,0,1
L2,0000001-2,2_7116_230508,"Sídliště Petřiny",,1,2_7115_230508,L2V3,2,0,0,1
L2,0000001-2,2_7117_230508,"Náměstí Bratří Synků",,0,2_7117_230508,L2V2,2,2,0,1
L2,0000001-2,2_7118_230508,"Sídliště Petřiny",,1,2_7117_230508,L2V3,2,0,0,1
L2,0000001-2,2_7119_230508,"Náměstí Bratří Synků",,0,2_7119_230508,L2V2,2,2,0,1
L2,0000001-2,2_7120_230508,"Sídliště Petřiny",,1,2_7119_230508,L2V3,2,0,0,1
L2,0000001-2,2_7121_230508,"Náměstí Bratří Synků",,0,2_7121_230508,L2V2,2,2,0,1
L2,0000001-2,2_7122_230508,"Sídliště Petřiny",,1,2_7121_230508,L2V3,2,0,0,1
L2,0000001-2,2_7123_230508,"Náměstí Bratří Synků",,0,2_7123_230508,L2V2,2,2,0,1
L2,0000001-2,2_7124_230508,"Sídliště Petřiny",,1,2_7123_230508,L2V3,2,0,0,1
L2,0000001-2,2_6245_230430,"Podolská vodárna",,0,2_6245_230430,L2V4,2,2,0,1
L2,0000001-2,2_6246_230430,"Sídliště Petřiny",,1,2_6245_230430,L2V5,2,0,0,1
L2,0000001-2,2_6247_230430,"Podolská vodárna",,0,2_6247_230430,L2V4,2,2,0,1
L2,0000001-2,2_6248_230430,"Sídliště Petřiny",,1,2_6247_230430,L2V5,2,0,0,1
L2,1111101-2,2_1900_230401,"Podolská vodárna",,0,2_1900_230401,L2V4,2,2,0,1
L2,1111101-2,2_6249_230401,"Sídliště Petřiny",,1,2_1900_230401,L2V5,2,0,0,1
L2,1111101-2,2_6250_230401,"Podolská vodárna",,0,2_6250_230401,L2V4,2,2,0,1
L2,1111101-2,2_6251_230401,"Sídliště Petřiny",,1,2_6250_230401,L2V5,2,0,0,1
L2,1111101-2,2_6252_230401,"Podolská vodárna",,0,2_6252_230401,L2V4,2,2,0,1
L2,1111101-2,2_6253_230401,"Sídliště Petřiny",,1,2_6252_230401,L2V5,2,0,0,1
L2,1111111-4,2_6254_230401,"Vozovna Vokovice",,0,,L1V6,2,0,1,1
L2,0000001-2,2_6962_230429,"Sídliště Petřiny",,1,,L2V1,2,0,1,1
L2,0000001-2,2_6378_230430,"Podolská vodárna",,0,2_6378_230430,L2V4,2,2,0,1
L2,0000001-2,2_6379_230430,"Sídliště Petřiny",,1,2_6378_230430,L2V5,2,0,0,1
L2,0000001-2,2_7125_230508,"Náměstí Bratří Synků",,0,2_7125_230508,L2V2,2,2,0,1
L2,0000001-2,2_7126_230508,"Sídliště Petřiny",,1,2_7125_230508,L2V3,2,0,0,1
L2,0000001-2,2_7127_230508,"Náměstí Bratří Synků",,0,2_7127_230508,L2V2,2,2,0,1
L2,0000001-2,2_7128_230508,"Sídliště Petřiny",,1,2_7127_230508,L2V3,2,0,0,1
L2,0000001-2,2_7129_230508,"Náměstí Bratří Synků",,0,2_7129_230508,L2V2,2,2,0,1
L2,0000001-2,2_7130_230508,"Sídliště Petřiny",,1,2_7129_230508,L2V3,2,0,0,1
L2,0000001-2,2_7131_230508,"Náměstí Bratří Synků",,0,2_7131_230508,L2V2,2,2,0,1
L2,0000001-2,2_7132_230508,"Sídliště Petřiny",,1,2_7131_230508,L2V3,2,0,0,1
L2,0000001-2,2_7133_230508,"Náměstí Bratří Synků",,0,2_7133_230508,L2V2,2,2,0,1
L2,0000001-2,2_7134_230508,"Sídliště Petřiny",,1,2_7133_230508,L2V3,2,0,0,1
L2,0000001-2,2_7135_230508,"Náměstí Bratří Synků",,0,2_7135_230508,L2V2,2,2,0,1
L2,0000001-2,2_7136_230508,"Sídliště Petřiny",,1,2_7135_230508,L2V3,2,0,0,1
L2,0000001-2,2_7137_230508,"Vozovna Vokovice",,0,,L1V6,2,0,1,1
L3,0000001-2,3_7515_230407,"Podolská vodárna",,1,3_7515_230407,L3V1,1,2,1,1
L3,0000001-2,3_7516_230407,"Kobylisy",,0,3_7515_230407,L3V2,1,0,0,1
L3,0000001-2,3_7812_230508,"Náměstí Bratří Synků",,1,3_7812_230508,L3V3,1,2,0,1
L3,0000001-2,3_7813_230508,"Kobylisy",,0,3_7812_230508,L3V4,1,0,0,1
L3,0000001-2,3_7814_230508,"Náměstí Bratří Synků",,1,3_7814_230508,L3V3,1,2,0,1
L3,0000001-2,3_7815_230508,"Kobylisy",,0,3_7814_230508,L3V4,1,0,0,1
L3,0000001-2,3_7816_230508,"Náměstí Bratří Synků",,1,3_7816_230508,L3V3,1,2,0,1
L3,0000001-2,3_7817_230508,"Kobylisy",,0,3_7816_230508,L3V4,1,0,0,1
L3,0000001-2,3_7818_230508,"Náměstí Bratří Synků",,1,3_7818_230508,L3V3,1,2,0,1
L3,0000001-2,3_7819_230508,"Kobylisy",,0,3_7818_230508,L3V4,1,0,0,1
L3,0000001-2,3_7820_230508,"Náměstí Bratří Synků",,1,3_7820_230508,L3V3,1,2,0,1
L3,0000001-2,3_7821_230508,"Kobylisy",,0,3_7820_230508,L3V4,1,0,0,1
L3,0000001-2,3_7822_230508,"Náměstí Bratří Synků",,1,3_7822_230508,L3V3,1,2,0,1
L3,0000001-2,3_7823_230508,"Kobylisy",,0,3_7822_230508,L3V4,1,0,0,1
L3,0000001-2,3_7529_230407,"Podolská vodárna",,1,3_7529_230407,L3V5,1,2,0,1
L3,0000001-2,3_7530_230407,"Kobylisy",,0,3_7529_230407,L3V2,1,0,0,1
L3,0000001-2,3_7531_230407,"Podolská vodárna",,1,3_7531_230407,L3V5,1,2,0,1
L3,0000001-2,3_7532_230407,"Kobylisy",,0,3_7531_230407,L3V2,1,0,0,1
L3,1111101-2,3_7533_230407,"Podolská vodárna",,1,3_7533_230407,L3V5,1,2,0,1
L3,1111101-2,3_7534_230407,"Kobylisy",,0,3_7533_230407,L3V2,1,0,0,1
L3,1111101-2,3_7535_230407,"Podolská vodárna",,1,3_7535_230407,L3V5,1,2,0,1
L3,1111101-2,3_7536_230407,"Vozovna Kobylisy",,0,3_7535_230407,L3V6,1,0,1,1
L3,0000001-2,3_7537_230407,"Podolská vodárna",,1,3_7537_230407,L3V1,1,2,1,1
L3,0000001-2,3_7538_230407,"Kobylisy",,0,3_7537_230407,L3V2,1,0,0,1
L3,0000001-2,3_7824_230508,"Náměstí Bratří Synků",,1,3_7824_230508,L3V3,1,2,0,1
L3,0000001-2,3_7825_230508,"Kobylisy",,0,3_7824_230508,L3V4,1,0,0,1
L3,0000001-2,3_7826_230508,"Náměstí Bratří Synků",,1,3_7826_230508,L3V3,1,2,0,1
L3,0000001-2,3_7827_230508,"Kobylisy",,0,3_7826_230508,L3V4,1,0,0,1
L3,0000001-2,3_7828_230508,"Náměstí Bratří Synků",,1,3_7828_230508,L3V3,1,2,0,1
L3,0000001-2,3_7829_230508,"Kobylisy",,0,3_7828_230508,L3V4,1,0,0,1
L3,0000001-2,3_7830_230508,"Náměstí Bratří Synků",,1,3_7830_230508,L3V3,1,2,0,1
L3,0000001-2,3_7831_230508,"Kobylisy",,0,3_7830_230508,L3V4,1,0,0,1
L3,0000001-2,3_7832_230508,"Náměstí Bratří Synků",,1,3_7832_230508,L3V3,1,2,0,1
L3,0000001-2,3_7833_230508,"Kobylisy",,0,3_7832_230508,L3V4,1,0,0,1
L3,0000001-2,3_7834_230508,"Náměstí Bratří Synků",,1,3_7834_230508,L3V3,1,2,0,1
L3,0000001-2,3_7835_230508,"Kobylisy",,0,3_7834_230508,L3V4,1,0,0,1
L3,0000001-2,3_7551_230407,"Podolská vodárna",,1,3_7551_230407,L3V5,1,2,0,1
L3,0000001-2,3_7552_230407,"Kobylisy",,0,3_7551_230407,L3V2,1,0,0,1
L3,0000001-2,3_7553_230407,"Podolská vodárna",,1,3_7553_230407,L3V5,1,2,0,1
L3,0000001-2,3_7554_230407,"Kobylisy",,0,3_7553_230407,L3V2,1,0,0,1
L3,0000001-2,3_7555_230401,"Podolská vodárna",,1,3_7555_230401,L3V5,1,2,0,1
L3,0000001-2,3_7556_230401,"Kobylisy",,0,3_7555_230401,L3V2,1,0,0,1
L3,0000001-2,3_7557_230401,"Podolská vodárna",,1,3_7557_230401,L3V5,1,2,0,1
L3,0000001-2,3_7558_230401,"Vozovna Kobylisy",,0,3_7557_230401,L3V6,1,0,1,1
L3,0000001-2,3_7836_230508,"Náměstí Bratří Synků",,1,3_7836_230508,L3V7,1,2,1,1
L3,0000001-2,3_7837_230508,"Kobylisy",,0,3_7836_230508,L3V4,1,0,0,1
L3,0000001-2,3_7838_230508,"Náměstí Bratří Synků",,1,3_7838_230508,L3V3,1,2,0,1
L3,0000001-2,3_7839_230508,"Kobylisy",,0,3_7838_230508,L3V4,1,0,0,1
L3,0000001-2,3_7840_230508,"Náměstí Bratří Synků",,1,3_7840_230508,L3V3,1,2,0,1
L3,0000001-2,3_7841_230508,"Kobylisy",,0,3_7840_230508,L3V4,1,0,0,1
L3,0000001-2,3_7842_230508,"Náměstí Bratří Synků",,1,3_7842_230508,L3V3,1,2,0,1
L3,0000001-2,3_7843_230508,"Kobylisy",,0,3_7842_230508,L3V4,1,0,0,1
L3,0000001-2,3_7844_230508,"Náměstí Bratří Synků",,1,3_7844_230508,L3V3,1,2,0,1
L3,0000001-2,3_7845_230508,"Kobylisy",,0,3_7844_230508,L3V4,1,0,0,1
L3,0000001-2,3_7426_230407,"Podolská vodárna",,1,3_7426_230407,L3V5,1,2,0,1
L3,0000001-2,3_7427_230407,"Kobylisy",,0,3_7426_230407,L3V2,1,0,0,1
L3,0000001-2,3_7428_230401,"Podolská vodárna",,1,3_7428_230401,L3V5,1,2,0,1
L3,0000001-2,3_7429_230401,"Kobylisy",,0,3_7428_230401,L3V2,1,0,0,1
L3,0000001-2,3_7430_230407,"Podolská vodárna",,1,3_7430_230407,L3V5,1,2,0,1
L3,0000001-2,3_7431_230407,"Kobylisy",,0,3_7430_230407,L3V2,1,0,0,1
L3,0000001-2,3_7432_230407,"Podolská vodárna",,1,3_7432_230407,L3V5,1,2,0,1
L3,0000001-2,3_7433_230407,"Vozovna Kobylisy",,0,3_7432_230407,L3V6,1,0,1,1
L3,1111101-2,3_7775_230425,"Kobylisy",,0,,L3V8,1,0,1,1
L3,0000001-2,3_7435_230407,"Podolská vodárna",,1,3_7435_230407,L3V5,1,2,0,1
L3,0000001-2,3_7436_230407,"Kobylisy",,0,3_7435_230407,L3V2,1,0,0,1
L3,0000001-2,3_7846_230508,"Náměstí Bratří Synků",,1,3_7846_230508,L3V3,1,2,0,1
L3,0000001-2,3_7847_230508,"Kobylisy",,0,3_7846_230508,L3V4,1,0,0,1
L3,0000001-2,3_7848_230508,"Náměstí Bratří Synků",,1,3_7848_230508,L3V3,1,2,0,1
L3,0000001-2,3_7849_230508,"Kobylisy",,0,3_7848_230508,L3V4,1,0,0,1
L3,0000001-2,3_7850_230508,"Náměstí Bratří Synků",,1,3_7850_230508,L3V3,1,2,0,1
L3,0000001-2,3_7851_230508,"Kobylisy",,0,3_7850_230508,L3V4,1,0,0,1
L3,0000001-2,3_7852_230508,"Náměstí Bratří Synků",,1,3_7852_230508,L3V3,1,2,0,1
L3,0000001-2,3_7853_230508,"Kobylisy",,0,3_7852_230508,L3V4,1,0,0,1
L3,0000001-2,3_7854_230508,"Náměstí Bratří Synků",,1,3_7854_230508,L3V3,1,2,0,1
L3,0000001-2,3_7855_230508,"Kobylisy",,0,3_7854_230508,L3V4,1,0,0,1
L3,0000001-2,3_7447_230407,"Podolská vodárna",,1,3_7447_230407,L3V5,1,2,0,1
L3,0000001-2,3_7448_230407,"Kobylisy",,0,3_7447_230407,L3V2,1,0,0,1
L3,0000001-2,3_7449_230407,"Podolská vodárna",,1,3_7449_230407,L3V5,1,2,0,1
L3,0000001-2,3_7450_230407,"Kobylisy",,0,3_7449_230407,L3V2,1,0,0,1
L3,0000001-2,3_7451_230407,"Podolská vodárna",,1,3_7451_230407,L3V5,1,2,0,1
L3,0000001-2,3_7452_230407,"Kobylisy",,0,3_7451_230407,L3V2,1,0,0,1
L3,0000001-2,3_7453_230401,"Podolská vodárna",,1,3_7453_230401,L3V5,1,2,0,1
L3,0000001-2,3_7454_230401,"Kobylisy",,0,3_7453_230401,L3V2,1,0,0,1
L3,1111101-2,3_7455_230401,"Podolská vodárna",,1,3_7455_230401,L3V5,1,2,0,1
L3,1111101-2,3_7456_230401,"Vozovna Pankrác",,0,3_7455_230401,L3V9,1,0,1,1
L3,0000001-2,3_7856_230508,"Náměstí Bratří Synků",,1,3_7856_230508,L3V7,1,2,1,1
L3,0000001-2,3_7857_230508,"Kobylisy",,0,3_7856_230508,L3V4,1,0,0,1
L3,0000001-2,3_7858_230508,"Náměstí Bratří Synků",,1,3_7858_230508,L3V3,1,2,0,1
L3,0000001-2,3_7859_230508,"Kobylisy",,0,3_7858_230508,L3V4,1,0,0,1
L3,0000001-2,3_7860_230508,"Náměstí Bratří Synků",,1,3_7860_230508,L3V3,1,2,0,1
L3,0000001-2,3_7861_230508,"Kobylisy",,0,3_7860_230508,L3V4,1,0,0,1
L3,0000001-2,3_7471_230407,"Podolská vodárna",,1,3_7471_230407,L3V5,1,2,0,1
L3,0000001-2,3_7472_230407,"Kobylisy",,0,3_7471_230407,L3V2,1,0,0,1
L3,0000001-2,3_7473_230407,"Podolská vodárna",,1,3_7473_230407,L3V5,1,2,0,1
L3,0000001-2,3_7474_230407,"Kobylisy",,0,3_7473_230407,L3V2,1,0,0,1
L3,0000001-2,3_7475_230407,"Podolská vodárna",,1,3_7475_230407,L3V5,1,2,0,1
L3,0000001-2,3_7476_230407,"Vozovna Kobylisy",,0,3_7475_230407,L3V6,1,0,1,1
L3,0000001-2,3_7457_230407,"Podolská vodárna",,1,3_7457_230407,L3V1,1,2,1,1
L3,0000001-2,3_7458_230407,"Kobylisy",,0,3_7457_230407,L3V2,1,0,0,1
L3,0000001-2,3_7459_230407,"Podolská vodárna",,1,3_7459_230407,L3V5,1,2,0,1
L3,0000001-2,3_7460_230407,"Kobylisy",,0,3_7459_230407,L3V2,1,0,0,1
L3,0000001-2,3_7862_230508,"Náměstí Bratří Synků",,1,3_7862_230508,L3V3,1,2,0,1
L3,0000001-2,3_7863_230508,"Kobylisy",,0,3_7862_230508,L3V4,1,0,0,1
L3,0000001-2,3_7864_230508,"Náměstí Bratří Synků",,1,3_7864_230508,L3V3,1,2,0,1
L3,0000001-2,3_7865_230508,"Kobylisy",,0,3_7864_230508,L3V4,1,0,0,1
L3,0000001-2,3_7866_230508,"Náměstí Bratří Synků",,1,3_7866_230508,L3V3,1,2,0,1
