route_id,direction_id,stop_id,stop_sequence
L352,0,U1187Z2,13
L352,0,U1188Z2,14
L352,0,U1189Z3,15
L355,1,U1192Z1,1
L355,1,U1139Z2,2
L355,1,U1138Z2,3
L355,1,U4468Z2,4
L355,1,U1137Z2,5
L355,1,U1136Z2,6
L355,1,U4251Z2,7
L355,1,U2706Z2,8
L355,1,U352Z3,9
L355,1,U918Z2,10
L355,1,U556Z2,11
L355,1,U3Z2,12
L355,1,U506Z2,13
L355,1,U177Z2,14
L355,1,U126Z2,15
L355,1,U162Z6,16
L355,1,U321Z5,17
L355,0,U321Z7,1
L355,0,U162Z5,2
L355,0,U126Z1,3
L355,0,U177Z1,4
L355,0,U506Z1,5
L355,0,U3Z1,6
L355,0,U556Z1,7
L355,0,U918Z1,8
L355,0,U352Z1,9
L355,0,U2706Z1,10
L355,0,U4251Z1,11
L355,0,U1136Z1,12
L355,0,U1137Z1,13
L355,0,U4468Z2,14
L355,0,U1138Z1,15
L355,0,U1139Z1,16
L355,0,U1192Z1,17
L357,1,U3355Z2,1
L357,1,U1869Z2,2
L357,1,U2097Z2,3
L357,1,U1374Z2,4
L357,1,U1382Z2,5
L357,1,U1373Z2,6
L357,1,U1372Z2,7
L357,1,U1371Z2,8
L357,1,U1370Z2,9
L357,1,U1366Z2,10
L357,1,U1227Z2,11
L357,1,U1365Z2,12
L357,1,U165Z2,13
L357,1,U1038Z2,14
L357,1,U731Z2,15
L357,1,U730Z2,16
L357,1,U106Z4,17
L357,0,U106Z1,1
L357,0,U730Z1,2
L357,0,U731Z1,3
L357,0,U1038Z1,4
L357,0,U165Z5,5
L357,0,U1365Z1,6
L357,0,U1227Z1,7
L357,0,U1366Z1,8
L357,0,U1370Z1,9
L357,0,U1371Z1,10
L357,0,U1372Z1,11
L357,0,U1373Z1,12
L357,0,U1382Z1,13
L357,0,U1374Z1,14
L359,1,U4195Z1,1
L359,1,U2095Z1,2
L359,1,U2765Z1,3
L359,1,U4194Z1,4
L359,1,U2283Z1,5
L359,1,U2099Z1,6
L359,1,U1192Z1,7
L359,1,U1139Z2,8
L359,1,U1138Z2,9
L359,1,U4468Z2,10
L359,1,U869Z1,11
L359,1,U111Z2,12
L359,1,U874Z2,13
L359,1,U721Z1,14
L359,1,U513Z3,15
L359,0,U513Z3,1
L359,0,U721Z2,2
L359,0,U874Z3,3
L359,0,U111Z1,4
L359,0,U4468Z2,5
L359,0,U1138Z1,6
L359,0,U1139Z1,7
L359,0,U2099Z2,8
L359,0,U2098Z3,9
L359,0,U4194Z1,10
L359,0,U2283Z1,11
L359,0,U2765Z2,12
L359,0,U2095Z2,13
L359,0,U4195Z1,14
L363,1,U1600Z2,1
L363,1,U1599Z2,2
L363,1,U1700Z2,3
L363,1,U1598Z2,4
L363,1,U1562Z2,5
L363,1,U1563Z2,6
L363,1,U1871Z2,7
L363,1,U1873Z2,8
L363,1,U1872Z2,9
L363,1,U1874Z2,10
L363,1,U1866Z2,11
L363,1,U1864Z2,12
L363,1,U1896Z2,13
L363,1,U4250Z2,14
L363,1,U1263Z5,15
L363,1,U1262Z2,16
L363,1,U1744Z2,17
L363,1,U1374Z2,18
L363,1,U1382Z2,19
L363,1,U1373Z2,20
L363,1,U1372Z2,21
L363,1,U1371Z2,22
L363,1,U1370Z2,23
L363,1,U1284Z2,24
L363,1,U810Z2,25
L363,1,U812Z2,26
L363,1,U1058Z2,27
L363,1,U2780Z2,28
L363,1,U1404Z2,29
L363,1,U247Z2,30
L363,1,U239Z2,31
L363,1,U278Z2,32
L363,1,U916Z4,33
L363,1,U106Z4,34
L363,0,U106Z1,1
L363,0,U916Z3,2
L363,0,U278Z1,3
L363,0,U239Z1,4
L363,0,U247Z1,5
L363,0,U1404Z1,6
L363,0,U2780Z1,7
L363,0,U1058Z1,8
L363,0,U812Z1,9
L363,0,U810Z1,10
L363,0,U1284Z1,11
L363,0,U1370Z1,12
L363,0,U1371Z1,13
L363,0,U1372Z1,14
L363,0,U1373Z1,15
L363,0,U1382Z1,16
L363,0,U1374Z1,17
L363,0,U1744Z1,18
L363,0,U1262Z1,19
L363,0,U1263Z4,20
L363,0,U4250Z1,21
L363,0,U1896Z1,22
L363,0,U1864Z1,23
L363,0,U1866Z1,24
L363,0,U1874Z1,25
L363,0,U1872Z1,26
L363,0,U1873Z1,27
L363,0,U1871Z1,28
L363,0,U1563Z1,29
L363,0,U1562Z1,30
L363,0,U1598Z1,31
L363,0,U1700Z3,32
L363,0,U1599Z1,33
L363,0,U1600Z2,34
L364,1,U1819Z2,1
L364,1,U1818Z2,2
L364,1,U2891Z2,3
L364,1,U1817Z2,4
L364,1,U1815Z2,5
L364,1,U1816Z3,6
L364,1,U3295Z1,7
L364,1,U1814Z3,8
L364,1,U2456Z2,9
L364,1,U1813Z2,10
L364,1,U9364Z2,11
L364,1,U1875Z2,12
L364,1,U1885Z2,13
L364,1,U2137Z2,14
L364,1,U808Z2,15
L364,1,U336Z2,16
L364,1,U542Z2,17
L364,1,U435Z2,18
L364,1,U123Z2,19
L364,1,U367Z2,20
L364,1,U1099Z2,21
L364,1,U96Z2,22
L364,1,U310Z2,23
L364,1,U741Z2,24
L364,1,U389Z2,25
L364,1,U404Z4,26
L364,1,U358Z4,27
L364,1,U1071Z2,28
L364,0,U1071Z4,1
L364,0,U358Z3,2
L364,0,U404Z3,3
L364,0,U389Z1,4
L364,0,U741Z1,5
L364,0,U310Z1,6
L364,0,U96Z1,7
L364,0,U1099Z1,8
L364,0,U367Z1,9
L364,0,U123Z1,10
L364,0,U435Z1,11
L364,0,U542Z1,12
L364,0,U336Z3,13
L364,0,U336Z1,14
L364,0,U808Z1,15
L364,0,U2137Z1,16
L364,0,U1885Z1,17
L364,0,U1875Z1,18
L364,0,U9364Z1,19
L364,0,U1813Z1,20
L364,0,U2456Z1,21
L364,0,U1814Z1,22
L364,0,U1816Z3,23
L364,0,U3295Z1,24
L364,0,U1815Z1,25
L364,0,U1817Z1,26
L364,0,U2891Z1,27
L364,0,U1818Z1,28
L364,0,U1819Z1,29
L366,1,U2008Z3,1
L366,1,U1908Z2,2
L366,1,U2072Z4,3
L366,1,U1819Z2,4
L366,1,U1818Z2,5
L366,1,U2891Z2,6
L366,1,U1817Z2,7
L366,1,U1816Z2,8
L366,1,U3295Z1,9
L366,1,U1930Z2,10
L366,1,U1812Z2,11
L366,1,U1272Z2,12
L366,1,U131Z2,13
L366,1,U1405Z2,14
L366,1,U490Z2,15
L366,1,U1233Z2,16
L366,1,U808Z2,17
L366,1,U336Z2,18
L366,1,U542Z2,19
L366,1,U435Z2,20
L366,1,U123Z2,21
L366,1,U367Z2,22
L366,1,U1099Z2,23
L366,1,U96Z2,24
L366,1,U310Z2,25
L366,1,U741Z2,26
L366,1,U389Z2,27
L366,1,U404Z4,28
L366,1,U358Z4,29
L366,1,U1071Z2,30
L366,0,U1071Z4,1
L366,0,U358Z3,2
L366,0,U404Z3,3
L366,0,U389Z1,4
L366,0,U741Z1,5
L366,0,U310Z1,6
L366,0,U96Z1,7
L366,0,U1099Z1,8
L366,0,U367Z1,9
L366,0,U123Z1,10
L366,0,U435Z1,11
L366,0,U542Z1,12
L366,0,U336Z3,13
L366,0,U336Z1,14
L366,0,U808Z1,15
L366,0,U1233Z1,16
L366,0,U490Z1,17
L366,0,U1405Z1,18
L366,0,U131Z1,19
L366,0,U1272Z1,20
L366,0,U1812Z1,21
L366,0,U1930Z1,22
L366,0,U1816Z3,23
L366,0,U1816Z1,24
L366,0,U1817Z1,25
L366,0,U2891Z1,26
L366,0,U1818Z1,27
L366,0,U1819Z1,28
L366,0,U2072Z3,29
L366,0,U1908Z1,30
L366,0,U2008Z2,31
L801,1,U717Z6P,1
L801,1,U231Z52P,2
L801,1,U324Z52P,3
L801,1,U692Z52P,4
L801,1,U163Z52P,5
L801,0,U651Z8P,1
L801,0,U467Z3P,2
L801,0,U740Z3P,3
L801,0,U78Z3P,4
L801,0,U675Z3P,5
L801,0,U139Z2P,6
L801,0,U249Z2P,7
L801,0,U675Z52P,8
L801,0,U314Z52P,9
L801,0,U78Z4P,10
L801,0,U740Z4P,11
L801,0,U651Z5P,12
L802,1,U449Z8P,1
L802,1,U387Z4P,2
L802,1,U614Z3P,3
L802,1,U110Z53P,4
L802,1,U303Z51P,5
L802,1,U583Z51P,6
L802,1,U878Z3P,7
L802,1,U583Z52P,8
L802,1,U303Z52P,9
L802,1,U110Z52P,10
L802,1,U614Z52P,11
L802,1,U387Z3P,12
L802,1,U449Z6P,13
L803,0,U864Z1P,1
L803,0,U864Z5P,2
L803,0,U333Z1P,3
L803,0,U718Z1P,4
L803,0,U675Z3P,5
L803,0,U139Z2P,6
L803,0,U249Z2P,7
L803,0,U675Z52P,8
L803,0,U718Z2P,9
L803,0,U333Z2P,10
L803,0,U864Z2P,11
L808,0,U126Z2P,1
L808,0,U162Z6P,2
L808,0,U350Z51P,3
L808,0,U321Z52P,4
L808,0,U321Z22P,5
L808,0,U350Z3P,6
L808,0,U162Z5P,7
L808,0,U126Z1P,8
L810,1,U921Z9P,1
L810,1,U921Z56P,2
L810,1,U469Z52P,3
L810,1,U34Z2P,4
L810,1,U512Z52P,5
L810,1,U512Z51P,6
L810,1,U512Z4P,7
L810,1,U1074Z3P,8
L810,1,U763Z1P,9
L810,1,U678Z1P,10
L810,1,U12Z6P,11
L810,1,U529Z8P,12
L810,0,U529Z5P,1
L810,0,U529Z1P,2
L810,0,U1074Z52P,3
L810,0,U512Z55P,4
L810,0,U34Z51P,5
L810,0,U469Z51P,6
L810,0,U373Z51P,7
L810,0,U921Z52P,8
L816,1,U807Z51P,1
L816,1,U404Z4P,2
L816,1,U358Z4P,3
L816,1,U1071Z2P,4
L816,0,U1071Z4P,1
L816,0,U358Z3P,2
L816,0,U404Z3P,3
L816,0,U807Z52P,4
L817,1,U945Z1P,1
L817,1,U946Z4P,2
L817,1,U947Z4P,3
L817,1,U948Z4P,4
L817,1,U929Z51P,5
L817,1,U1006Z51P,6
L817,1,U388Z4P,7
L817,1,U76Z4P,8
L817,1,U19Z51P,9
L817,1,U71Z4P,10
L817,1,U449Z8P,11
L817,1,U387Z4P,12
L817,1,U614Z3P,13
L817,1,U110Z53P,14
L817,1,U303Z51P,15
L817,1,U583Z51P,16
L817,1,U583Z4P,17
L817,1,U583Z3P,18
L817,1,U303Z52P,19
L817,1,U110Z52P,20
L817,1,U614Z52P,21
L817,1,U387Z3P,22
L817,1,U449Z9P,23
L817,1,U71Z3P,24
L817,1,U19Z52P,25
L817,1,U76Z3P,26
L817,1,U388Z3P,27
L817,1,U1006Z52P,28
L817,1,U929Z6P,29
L817,1,U948Z3P,30
L817,1,U947Z3P,31
L817,1,U946Z3P,32
L817,0,U449Z7P,1
L817,0,U449Z9P,2
L817,0,U71Z3P,3
L817,0,U19Z52P,4
L817,0,U76Z3P,5
L817,0,U388Z3P,6
L817,0,U1006Z52P,7
L817,0,U929Z6P,8
L817,0,U948Z3P,9
L817,0,U947Z3P,10
L817,0,U946Z3P,11
L826,1,U462Z11P,1
L826,1,U462Z51P,2
L826,1,U73Z51P,3
L826,1,U943Z51P,4
L826,1,U157Z51P,5
L826,1,U40Z51P,6
L826,1,U130Z51P,7
L826,1,U757Z51P,8
L826,1,U321Z22P,9
L826,0,U321Z22P,1
L826,0,U321Z52P,2
L826,0,U757Z52P,3
L826,0,U130Z52P,4
L826,0,U40Z52P,5
L826,0,U157Z3P,6
L826,0,U73Z52P,7
L826,0,U462Z15P,8
L892,1,U945Z1P,1
L892,1,U946Z4P,2
L892,1,U947Z4P,3
L892,1,U948Z4P,4
L892,1,U929Z51P,5
L892,1,U1006Z51P,6
L892,1,U388Z4P,7
L892,1,U76Z4P,8
L892,1,U19Z51P,9
L892,1,U71Z4P,10
L892,1,U449Z8P,11
L892,1,U387Z4P,12
L892,1,U614Z3P,13
L892,1,U110Z53P,14
L892,1,U303Z51P,15
L892,1,U583Z51P,16
L892,1,U583Z4P,17
L892,1,U583Z3P,18
L892,1,U303Z52P,19
L892,1,U110Z52P,20
L892,1,U614Z52P,21
L892,1,U387Z3P,22
L892,1,U449Z9P,23
L892,1,U71Z3P,24
L892,1,U19Z52P,25
L892,1,U76Z3P,26
L892,1,U388Z3P,27
L892,1,U1006Z52P,28
L892,1,U929Z6P,29
L892,1,U948Z3P,30
L892,1,U947Z3P,31
L892,1,U946Z3P,32
L892,0,U449Z7P,1
L892,0,U449Z9P,2
L892,0,U71Z3P,3
L892,0,U19Z52P,4
L892,0,U76Z3P,5
L892,0,U388Z3P,6
L892,0,U1006Z52P,7
L892,0,U929Z6P,8
L892,0,U948Z3P,9
L892,0,U947Z3P,10
L892,0,U946Z3P,11
L895,1,U512Z51P,1
L895,1,U512Z4P,2
L895,1,U1074Z3P,3
L895,1,U763Z1P,4
L895,1,U678Z1P,5
L895,1,U12Z6P,6
L895,1,U529Z8P,7
L895,0,U529Z5P,1
L895,0,U529Z1P,2
L895,0,U1074Z52P,3
L895,0,U512Z52P,4
L898,1,U469Z51P,1
L898,1,U373Z51P,2
L898,1,U921Z3P,3
L898,1,U515Z51P,4
L898,1,U118Z51P,5
L898,1,U516Z51P,6
L901,1,U953Z7P,1
L901,1,U829Z4P,2
L901,1,U738Z2P,3
L901,1,U713Z4P,4
L901,1,U599Z2P,5
L901,1,U459Z3P,6
L901,1,U198Z1P,7
L901,1,U920Z1P,8
L901,1,U671Z3P,9
L901,1,U192Z2P,10
L901,1,U143Z2P,11
L901,1,U890Z2P,12
L901,1,U760Z1P,13
L901,1,U1285Z1P,14
L901,1,U596Z4P,15
L901,1,U160Z1P,16
L901,1,U641Z1P,17
L901,1,U166Z1P,18
L901,1,U409Z1P,19
L901,1,U195Z1P,20
L901,1,U99Z1P,21
L901,1,U381Z1P,22
L901,1,U344Z1P,23
L901,1,U106Z2P,24
L901,1,U730Z1P,25
L901,1,U731Z1P,26
L901,1,U1038Z1P,27
L901,1,U165Z3P,28
L901,1,U2794Z2P,29
L901,1,U729Z3P,30
L901,1,U309Z2P,31
L901,1,U611Z2P,32
L901,1,U799Z2P,33
L901,1,U909Z2P,34
L901,1,U908Z2P,35
L901,1,U819Z2P,36
L901,1,U257Z2P,37
L901,1,U893Z1P,38
L901,1,U722Z2P,39
L901,1,U497Z2P,40
L901,1,U662Z2P,41
L901,1,U879Z2P,42
L901,1,U971Z1P,43
L901,1,U839Z2P,44
L901,1,U245Z2P,45
L901,1,U619Z2P,46
L901,1,U614Z4P,47
L901,1,U337Z4P,48
L901,1,U458Z13P,49
L901,1,U1040Z5P,50
L901,1,U1040Z11P,51
L901,0,U1040Z4P,1
L901,0,U1040Z6P,2
L901,0,U458Z17P,3
L901,0,U337Z3P,4
L901,0,U614Z3P,5
L901,0,U619Z1P,6
L901,0,U245Z1P,7
L901,0,U839Z1P,8
L901,0,U879Z1P,9
L901,0,U662Z1P,10
L901,0,U497Z4P,11
L901,0,U722Z1P,12
L901,0,U893Z2P,13
L901,0,U257Z1P,14
L901,0,U819Z1P,15
L901,0,U908Z1P,16
L901,0,U909Z1P,17
L901,0,U799Z1P,18
L901,0,U611Z1P,19
L901,0,U309Z1P,20
L901,0,U729Z1P,21
L901,0,U2794Z1P,22
L901,0,U165Z2P,23
L901,0,U1038Z2P,24
L901,0,U731Z2P,25
L901,0,U730Z2P,26
L901,0,U106Z6P,27
L901,0,U344Z2P,28
L901,0,U381Z2P,29
L901,0,U99Z2P,30
L901,0,U195Z2P,31
L901,0,U409Z2P,32
L901,0,U166Z2P,33
L901,0,U641Z2P,34
L901,0,U160Z2P,35
L901,0,U596Z3P,36
L901,0,U1285Z2P,37
L901,0,U760Z2P,38
L901,0,U890Z1P,39
L901,0,U143Z1P,40
L901,0,U192Z1P,41
L901,0,U920Z2P,42
L901,0,U198Z2P,43
L901,0,U459Z5P,44
L901,0,U599Z1P,45
L901,0,U713Z5P,46
L901,0,U738Z1P,47
L901,0,U829Z3P,48
L901,0,U953Z2P,49
L902,1,U768Z2P,1
L902,1,U505Z2P,2
L902,1,U840Z2P,3
L902,1,U634Z2P,4
L902,1,U122Z2P,5
L902,1,U679Z2P,6
L902,1,U1211Z2P,7
L902,1,U1029Z1P,8
L902,1,U1007Z1P,9
L902,1,U711Z2P,10
L902,1,U475Z2P,11
L902,1,U492Z2P,12
L902,1,U709Z2P,13
L902,1,U1130Z2P,14
L902,1,U966Z1P,15
L902,1,U394Z4P,16
L902,1,U306Z1P,17
L902,1,U444Z1P,18
L902,1,U872Z1P,19
L902,1,U44Z2P,20
L902,1,U229Z2P,21
L902,1,U182Z2P,22
L902,1,U867Z1P,23
L902,1,U592Z1P,24
L902,1,U321Z22P,25
L902,1,U350Z3P,26
L902,1,U162Z5P,27
L902,1,U126Z1P,28
L902,1,U177Z1P,29
L902,1,U506Z1P,30
L902,1,U3Z1P,31
L902,1,U556Z1P,32
L902,1,U918Z1P,33
L902,1,U352Z1P,34
L902,0,U352Z2P,1
L902,0,U352Z3P,2
L902,0,U918Z2P,3
L902,0,U556Z2P,4
L902,0,U3Z2P,5
L902,0,U506Z2P,6
L902,0,U177Z2P,7
L902,0,U126Z2P,8
L902,0,U162Z6P,9
L902,0,U350Z4P,10
L902,0,U321Z21P,11
L902,0,U592Z2P,12
L902,0,U867Z2P,13
L902,0,U182Z1P,14
L902,0,U229Z1P,15
L902,0,U44Z1P,16
L902,0,U872Z2P,17
L902,0,U444Z2P,18
L902,0,U306Z2P,19
L902,0,U394Z3P,20
L902,0,U966Z2P,21
L902,0,U1130Z1P,22
L902,0,U709Z1P,23
L902,0,U492Z1P,24
L902,0,U475Z1P,25
L902,0,U711Z1P,26
L902,0,U1007Z2P,27
L902,0,U1029Z2P,28
L902,0,U1211Z1P,29
L902,0,U679Z1P,30
L902,0,U122Z1P,31
L902,0,U634Z1P,32
L902,0,U840Z1P,33
L902,0,U505Z1P,34
L902,0,U768Z1P,35
L904,1,U369Z2P,1
L904,1,U783Z2P,2
L904,1,U335Z2P,3
L904,1,U804Z2P,4
L904,1,U194Z2P,5
L904,1,U613Z2P,6
L904,1,U1336Z1P,7
L904,1,U749Z2P,8
L904,1,U656Z2P,9
L904,1,U893Z2P,10
L904,1,U488Z4P,11
L904,1,U377Z2P,12
L904,1,U343Z2P,13
L904,1,U50Z2P,14
L904,1,U296Z1P,15
L904,1,U429Z5P,16
L904,1,U297Z1P,17
L904,1,U663Z4P,18
L904,1,U663Z1P,19
L904,1,U589Z4P,20
L904,1,U406Z2P,21
L904,1,U664Z2P,22
L904,1,U597Z4P,23
L904,1,U597Z7P,24
L904,1,U527Z2P,25
L904,1,U190Z6P,26
L904,1,U3213Z1P,27
L904,1,U237Z10P,28
L904,1,U237Z6P,29
L904,1,U901Z2P,30
L904,1,U1040Z2P,31
L904,1,U319Z4P,32
L904,1,U184Z1P,33
L904,1,U957Z1P,34
L904,1,U3211Z1P,35
L904,1,U685Z13P,36
L904,1,U27Z1P,37
L904,1,U205Z1P,38
L904,1,U602Z4P,39
L904,1,U968Z1P,40
L904,1,U1130Z1P,41
L904,1,U1154Z1P,42
L904,1,U356Z1P,43
L904,1,U875Z3P,44
L904,1,U1124Z1P,45
L904,1,U587Z1P,46
L904,1,U1114Z1P,47
L904,1,U875Z1P,48
L904,1,U1029Z1P,49
L904,1,U1007Z1P,50
L904,1,U712Z1P,51
L904,0,U712Z3P,1
L904,0,U1007Z2P,2
L904,0,U1029Z2P,3
L904,0,U1114Z2P,4
L904,0,U1124Z2P,5
L904,0,U875Z2P,6
L904,0,U356Z2P,7
L904,0,U1154Z2P,8
L904,0,U1130Z2P,9
L904,0,U968Z2P,10
L904,0,U602Z5P,11
L904,0,U205Z2P,12
L904,0,U27Z2P,13
L904,0,U685Z4P,14
L904,0,U3211Z3P,15
L904,0,U957Z2P,16
L904,0,U184Z2P,17
L904,0,U319Z3P,18
L904,0,U302Z4P,19
L904,0,U1040Z1P,20
L904,0,U901Z1P,21
L904,0,U208Z1P,22
L904,0,U401Z1P,23
L904,0,U739Z3P,24
L904,0,U190Z5P,25
L904,0,U527Z1P,26
L904,0,U597Z3P,27
L904,0,U664Z1P,28
L904,0,U406Z1P,29
L904,0,U589Z2P,30
L904,0,U1055Z1P,31
L904,0,U663Z3P,32
L904,0,U297Z2P,33
L904,0,U429Z3P,34
L904,0,U296Z2P,35
L904,0,U50Z3P,36
L904,0,U343Z1P,37
L904,0,U377Z1P,38
L904,0,U488Z1P,39
L904,0,U893Z3P,40
L904,0,U656Z1P,41
L904,0,U749Z1P,42
L904,0,U494Z1P,43
L904,0,U613Z1P,44
L904,0,U533Z1P,45
L904,0,U1009Z1P,46
L904,0,U783Z1P,47
L904,0,U369Z3P,48
L905,1,U210Z2P,1
L905,1,U151Z2P,2
L905,1,U286Z1P,3
L905,1,U386Z2P,4
L905,1,U43Z1P,5
L905,1,U735Z1P,6
L905,1,U381Z1P,7
L905,1,U424Z2P,8
L905,1,U181Z2P,9
L905,1,U1221Z1P,10
L905,1,U141Z1P,11
L905,1,U697Z4P,12
L905,1,U643Z2P,13
L905,1,U79Z2P,14
L905,1,U832Z3P,15
L905,1,U431Z1P,16
L905,1,U1402Z1P,17
L905,1,U265Z1P,18
L905,1,U50Z8P,19
L905,1,U907Z2P,20
L905,1,U385Z4P,21
L905,1,U2784Z1P,22
L905,1,U597Z7P,23
L905,1,U527Z2P,24
L905,1,U190Z6P,25
L905,1,U400Z4P,26
L905,1,U142Z3P,27
L905,1,U480Z4P,28
L905,1,U480Z2P,29
L905,1,U87Z2P,30
L905,1,U100Z5P,31
L905,1,U48Z1P,32
L905,1,U196Z1P,33
L905,1,U305Z1P,34
L905,1,U622Z1P,35
L905,1,U870Z3P,36
L905,1,U514Z2P,37
L905,1,U675Z11P,38
L905,1,U267Z1P,39
L905,1,U543Z1P,40
L905,1,U544Z1P,41
L905,1,U925Z1P,42
L905,1,U924Z2P,43
L905,1,U371Z2P,44
L905,1,U912Z3P,45
L905,1,U648Z2P,46
L905,1,U511Z2P,47
L905,1,U345Z2P,48
L905,1,U806Z1P,49
L905,1,U330Z1P,50
L905,1,U74Z1P,51
L905,1,U949Z1P,52
L905,1,U949Z2P,53
L905,0,U949Z3P,1
L905,0,U74Z2P,2
L905,0,U330Z2P,3
L905,0,U806Z2P,4
L905,0,U345Z1P,5
L905,0,U511Z1P,6
L905,0,U648Z4P,7
L905,0,U912Z4P,8
L905,0,U371Z1P,9
L905,0,U924Z1P,10
L905,0,U925Z2P,11
L905,0,U544Z2P,12
L905,0,U543Z2P,13
L905,0,U267Z2P,14
L905,0,U675Z10P,15
L905,0,U514Z1P,16
L905,0,U870Z5P,17
L905,0,U622Z2P,18
L905,0,U305Z2P,19
L905,0,U196Z2P,20
L905,0,U48Z2P,21
L905,0,U100Z6P,22
L905,0,U87Z1P,23
L905,0,U480Z1P,24
L905,0,U480Z3P,25
L905,0,U142Z4P,26
L905,0,U400Z3P,27
L905,0,U190Z5P,28
L905,0,U527Z1P,29
L905,0,U597Z5P,30
L905,0,U2784Z2P,31
L905,0,U385Z3P,32
L905,0,U907Z1P,33
L905,0,U50Z7P,34
L905,0,U265Z2P,35
L905,0,U1402Z2P,36
L905,0,U415Z1P,37
L905,0,U832Z1P,38
L905,0,U79Z1P,39
L905,0,U643Z1P,40
L905,0,U697Z3P,41
L905,0,U322Z3P,42
L905,0,U417Z1P,43
L905,0,U181Z1P,44
L905,0,U424Z1P,45
L905,0,U381Z2P,46
L905,0,U735Z2P,47
L905,0,U43Z2P,48
L905,0,U590Z1P,49
L905,0,U386Z1P,50
L905,0,U286Z5P,51
L905,0,U151Z1P,52
L905,0,U210Z1P,53
L906,1,U487Z2P,1
L906,1,U132Z2P,2
L906,1,U1054Z2P,3
L906,1,U455Z2P,4
L906,1,U1294Z1P,5
L906,1,U445Z2P,6
L906,1,U1004Z2P,7
L906,1,U525Z2P,8
L906,1,U340Z1P,9
L906,1,U159Z2P,10
L906,1,U22Z2P,11
L906,1,U931Z2P,12
L906,1,U336Z4P,13
L906,1,U3053Z1P,14
L906,1,U220Z1P,15
L906,1,U919Z2P,16
L906,1,U169Z2P,17
L906,1,U382Z2P,18
L906,1,U6Z2P,19
L906,1,U812Z2P,20
L906,1,U1058Z2P,21
L906,1,U2780Z2P,22
L906,1,U1404Z2P,23
L906,1,U247Z2P,24
L906,1,U239Z2P,25
L906,1,U278Z2P,26
L906,1,U916Z4P,27
L906,1,U106Z6P,28
L906,1,U344Z2P,29
L906,1,U381Z2P,30
L906,1,U99Z2P,31
L906,1,U195Z2P,32
L906,1,U409Z2P,33
L906,1,U166Z2P,34
L906,1,U641Z2P,35
L906,1,U160Z2P,36
L906,1,U596Z3P,37
L906,1,U1285Z2P,38
L906,1,U760Z2P,39
L906,1,U890Z1P,40
L906,1,U143Z1P,41
L906,1,U192Z1P,42
L906,1,U920Z2P,43
L906,1,U198Z2P,44
L906,1,U459Z5P,45
L906,1,U599Z1P,46
L906,1,U713Z5P,47
L906,1,U738Z1P,48
L906,1,U829Z3P,49
L906,1,U953Z1P,50
L906,0,U953Z7P,1
L906,0,U829Z4P,2
L906,0,U738Z2P,3
L906,0,U713Z4P,4
L906,0,U599Z2P,5
L906,0,U459Z3P,6
L906,0,U198Z1P,7
L906,0,U920Z1P,8
L906,0,U671Z3P,9
L906,0,U192Z2P,10
L906,0,U143Z2P,11
L906,0,U890Z2P,12
L906,0,U760Z1P,13
L906,0,U1285Z1P,14
L906,0,U596Z4P,15
L906,0,U160Z1P,16
L906,0,U641Z1P,17
L906,0,U166Z1P,18
L906,0,U409Z1P,19
L906,0,U195Z1P,20
L906,0,U99Z1P,21
L906,0,U381Z1P,22
L906,0,U344Z1P,23
L906,0,U106Z2P,24
L906,0,U916Z3P,25
L906,0,U278Z1P,26
L906,0,U239Z1P,27
L906,0,U247Z1P,28
L906,0,U1404Z1P,29
L906,0,U2780Z1P,30
L906,0,U1058Z1P,31
L906,0,U812Z1P,32
L906,0,U6Z1P,33
L906,0,U382Z1P,34
L906,0,U169Z1P,35
L906,0,U919Z1P,36
L906,0,U220Z2P,37
L906,0,U3053Z2P,38
L906,0,U336Z1P,39
L906,0,U931Z1P,40
L906,0,U22Z1P,41
L906,0,U159Z2P,42
L906,0,U340Z2P,43
L906,0,U525Z1P,44
L906,0,U1004Z1P,45
L906,0,U445Z1P,46
L906,0,U1294Z2P,47
L906,0,U455Z1P,48
L906,0,U1054Z1P,49
L906,0,U132Z1P,50
L906,0,U487Z1P,51
L907,1,U14Z2P,1
L907,1,U578Z2P,2
L907,1,U1039Z2P,3
L907,1,U917Z2P,4
L907,1,U802Z2P,5
L907,1,U814Z1P,6
L907,1,U902Z4P,7
L907,1,U315Z2P,8
L907,1,U317Z2P,9
L907,1,U102Z2P,10
L907,1,U355Z2P,11
L907,1,U337Z4P,12
L907,1,U458Z13P,13
L907,1,U1040Z5P,14
L907,1,U1040Z1P,15
L907,1,U901Z1P,16
L907,1,U208Z4P,17
L907,1,U739Z3P,18
L907,1,U190Z6P,19
L907,1,U400Z4P,20
L907,1,U142Z3P,21
L907,1,U480Z4P,22
L907,1,U480Z2P,23
L907,1,U87Z2P,24
L907,1,U262Z4P,25
L907,1,U163Z6P,26
L907,1,U646Z1P,27
L907,1,U450Z1P,28
L907,1,U980Z1P,29
L907,1,U906Z1P,30
L907,1,U425Z1P,31
L907,1,U213Z1P,32
L907,1,U787Z1P,33
L907,1,U736Z1P,34
L907,1,U112Z1P,35
L907,1,U133Z1P,36
L907,1,U3017Z1P,37
L907,1,U157Z6P,38
L907,1,U199Z1P,39
L907,1,U440Z1P,40
L907,1,U1219Z1P,41
L907,1,U419Z1P,42
L907,1,U905Z1P,43
L907,1,U486Z1P,44
L907,1,U1047Z1P,45
